,auction_id,experiment,date,hour,device_make,platform_os,browser,response
224,e0accc2a-305a-4752-8efd-88f4d24167b0,control,2020-07-08,21,EVA-L09,6,Chrome Mobile WebView,1
225,e144ec56-a30e-4661-a7c7-349554c61942,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
226,e1614006-0540-4d1a-9bc7-d2f0d15d73ca,control,2020-07-09,5,iPhone,5,Mobile Safari,1
227,e202a142-5042-4a85-a991-cb172abd0dd7,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,1
228,e21bd15a-bd75-44d7-accc-20b3580f6055,control,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,1
229,e282a098-3437-4bf3-9819-f547f9ad9731,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,1
230,e344a772-4caa-4732-98fe-b6b0d114cfde,control,2020-07-10,6,Generic Smartphone,6,Chrome Mobile,1
231,e3477a10-87fe-4ab0-b1b6-de02891924b0,control,2020-07-03,15,Samsung SM-G986B,6,Samsung Internet,1
232,e4f9642e-a406-441c-810b-cd258417b119,control,2020-07-09,9,PCT-L29,6,Facebook,1
233,e553a07d-190b-4a43-92b1-3a72f2d3a0bd,control,2020-07-07,7,Generic Smartphone,6,Chrome Mobile,1
234,e55ac30f-9267-4cf8-bc86-3886f4b584b1,control,2020-07-04,11,Samsung SM-G970F,6,Facebook,1
235,e6408976-2287-4c5d-930b-91da8018fa11,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
236,e90173a7-d835-417b-9319-55e95dc791ca,control,2020-07-07,9,Samsung SM-G935F,6,Facebook,1
237,eb313fdd-f707-419f-a634-d8c4fcf44321,control,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,1
238,ec4c1cde-1e93-4b47-b5ea-9f31b8cc5295,control,2020-07-04,11,iPhone,5,Chrome Mobile iOS,1
239,ecdd7460-b216-41ff-b44a-7ccc7169300a,control,2020-07-03,15,Samsung SM-G981B,6,Facebook,1
240,ed32baab-4fd2-4c01-8210-9b00895fb0c8,control,2020-07-03,15,Samsung SM-G965F,6,Chrome Mobile WebView,1
241,eee959a9-70f6-436a-9c50-b4ce1b08203b,control,2020-07-03,15,MAR-LX1A,6,Facebook,1
242,efba938d-d81d-4d64-a4c3-2cc7656dcb4f,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,1
243,f0e318f5-a789-444f-af16-801af9611e86,control,2020-07-03,15,Samsung SM-J330FN,6,Samsung Internet,1
244,f166ded5-56c7-45b5-9b57-144301947e63,control,2020-07-03,15,G3311,6,Facebook,1
245,f1768408-0b98-4c1c-b1ed-0d01cf2b69ab,control,2020-07-08,15,FIG-LX1,6,Facebook,1
246,f27fb7fa-fe23-43d4-bcd0-8baa18774dd3,control,2020-07-03,15,Pixel 2,6,Facebook,1
247,f2ba9aee-4c90-41c1-85b8-340611a851c9,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
248,f30f03c4-5dad-470b-948c-6880abf1ba7d,control,2020-07-04,2,Samsung SM-G973F,6,Chrome Mobile WebView,1
249,f32cd9f2-976a-41a4-873a-0cc074b7db53,control,2020-07-03,15,Samsung SM-G930F,6,Samsung Internet,1
250,f7776a85-7489-4a0b-a455-47cd2d65dc2d,control,2020-07-03,15,Samsung SM-N970F,6,Facebook,1
251,f79d0a9c-3d11-4145-aa4d-74bfb4dbc399,control,2020-07-06,3,Samsung SM-A105FN,6,Samsung Internet,1
252,f81caf31-9961-4c31-954b-4ce19cf9b188,control,2020-07-10,4,Samsung SM-A715F,6,Samsung Internet,1
253,f85f4aad-c0f7-4748-be36-c18f503d9ec1,control,2020-07-03,15,Samsung SM-G935F,6,Samsung Internet,1
254,f8c38270-f8b8-4cc7-9677-456f40b359b0,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
255,fa2490dd-4a9f-4109-9de4-8a8ef2c4c597,control,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,1
256,fa5904d7-dd6f-4407-8629-398d22a4c200,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
257,face4c65-a9b9-4ea8-b461-cde2077959b9,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
258,fb5be6ce-25eb-4cc5-8f7a-837f6b0ffc69,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
259,fb859fbe-dafe-4052-8a16-6c5d2e26fb94,control,2020-07-10,10,XiaoMi Redmi S2,6,Facebook,1
260,fc100e4d-08a8-44a2-856c-6e2e49664a11,control,2020-07-03,15,Samsung SM-J330FN,6,Samsung Internet,1
261,fc57ba86-6780-4804-b5bf-33b25ab04b13,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
262,fd1b8ea5-5397-4fae-a7f6-3c11fa3cef70,control,2020-07-03,15,Samsung SM-G975F,6,Samsung Internet,1
263,fe42a3c3-3e1e-40c9-b029-6b0ee9702aaa,control,2020-07-10,1,Generic Smartphone,6,Chrome Mobile,1
264,00ebf4a8-060f-4b99-93ac-c62724399483,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
265,01985992-d70b-4258-a3a1-60ac5e17bce6,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
266,023458f7-122d-475f-9525-1b9a3cc7a033,control,2020-07-03,15,MRD-LX1,6,Facebook,0
267,0332792f-0de9-4902-9d08-06033c3d8371,control,2020-07-06,2,Samsung SM-J600FN,6,Chrome Mobile WebView,0
268,0336ce2b-c5cb-454a-b74f-450232223742,control,2020-07-03,15,Samsung SM-A105FN,6,Samsung Internet,0
269,04bb7622-8ac6-4cf8-bbab-31cd31698fe7,control,2020-07-03,15,Samsung SM-G973F,6,Facebook,0
270,0751a4df-b53c-4943-b4d2-952529e16ae3,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0
271,079aa7ac-5ddd-49f5-a0e0-8138c17b44fb,control,2020-07-05,19,Generic Smartphone,6,Chrome Mobile,0
272,08d60c5e-0dd9-4d14-9e4e-7d4721c6de43,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
273,0a431ec7-b60a-44a2-8393-529489c6ce7f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
274,0ae1d6a1-545c-4aa0-841e-e6213623bb66,control,2020-07-06,8,Samsung SM-A705FN,6,Facebook,0
275,0cd88b3e-92fe-4a4b-b0a4-77587b33bc2e,control,2020-07-03,15,ANE-LX1,6,Facebook,0
276,0d1ad63b-1c43-4d11-adf5-ca5697e6c891,control,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0
277,0ded142b-aadd-45aa-9343-8b1c7b04df8c,control,2020-07-03,15,POT-LX1,6,Facebook,0
278,0e16e590-ef21-4189-a518-3bb61e46b993,control,2020-07-03,15,Samsung SM-G973F,6,Samsung Internet,0
279,0e88f667-02a1-4484-8a2b-c626ef962758,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
280,0f44df87-35cb-424b-8fbe-a6c2ecd82023,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
281,10057c8e-c2c4-4e8b-83ce-3fed95b0531c,control,2020-07-05,15,Generic Smartphone,6,Chrome Mobile,0
282,111baf18-7653-4ba9-9de1-7e1702605c04,control,2020-07-10,12,Generic Smartphone,6,Chrome Mobile,0
283,1134407e-af87-434f-ac7c-299dff13dae2,control,2020-07-04,21,Samsung SM-A705FN,6,Facebook,0
284,13ab4507-8f56-4c5e-8fd3-a1d1602ab6a7,control,2020-07-10,2,Samsung SM-A520F,6,Samsung Internet,0
285,13b9e571-0e68-4cd3-a804-e335800be9e5,control,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0
286,1444a444-ebe6-483a-afa3-b82b34ddff71,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
287,14533ab4-b8da-41b5-a6b8-92a8ccc86163,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0
288,15602254-27d1-4869-bb53-67585b66a316,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
289,1572bad2-681e-4d8b-b12f-1ea75986509a,control,2020-07-05,10,Generic Smartphone,6,Chrome Mobile,0
290,171ac6ca-d685-4ade-a7c7-f60a3895bf7d,control,2020-07-03,15,Samsung SM-J330FN,6,Samsung Internet,0
291,1831572b-470a-47ae-957c-ddff6a8e8126,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
292,1862cede-8050-4913-a9f0-45381c323c9e,control,2020-07-03,15,STF-L09,6,Facebook,0
293,19b0fc3d-a74b-48be-be3a-dd9aa39f5aab,control,2020-07-03,19,iPhone,6,Mobile Safari,0
294,19b876d8-13ef-4157-b293-8744ec5a47ff,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile WebView,0
295,19c53616-7ece-4148-92b2-4e5e044685f7,control,2020-07-03,15,XiaoMi Redmi Note 7,6,Chrome Mobile WebView,0
296,19e4c63f-da51-424a-8f15-d23bf6657cda,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0
297,1b7715c7-58bb-4958-a09a-68790685625a,control,2020-07-06,8,Samsung SM-A520F,6,Chrome Mobile WebView,0
298,1c22ef64-fe40-4c19-84a0-3c086c176ece,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0
299,1d3e722e-592f-4d99-96b6-e24ab03197ec,control,2020-07-07,16,POT-LX1,6,Facebook,0
300,1d5dc3d3-b877-4f97-8c3a-ef7f9bc3af55,control,2020-07-03,15,Huawei Browser,6,Chrome,0
301,1d87d3da-5564-4bd2-acd6-2ed2c51ef95c,control,2020-07-03,15,Samsung SM-A202F,6,Samsung Internet,0
302,1e657002-aff5-4baf-b16b-e1c7e9b9a64b,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0
303,22d8d49e-4dbc-446a-b168-09251d377d12,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
304,2452a693-0b7a-467b-9282-463c886642c9,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
305,2460cae4-da53-4b93-8021-bb4caefcece6,control,2020-07-05,4,Samsung SM-G960F,6,Facebook,0
306,247775cc-ca04-427f-bc8a-2f8e0b8bd1e5,control,2020-07-04,15,Samsung SM-G930F,6,Samsung Internet,0
307,25fae344-25ee-4fb3-a4ad-582e25fb7f51,control,2020-07-03,15,VOG-L09,6,Facebook,0
308,2822f3de-d0d7-410d-9bfb-d1526eb93dff,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
309,2ad4f2d4-6e6a-44e3-a45f-84b9ce044e84,control,2020-07-10,7,Samsung SM-G950F,6,Facebook,0
310,2d36431f-43c6-439c-beee-9f281933a7b1,control,2020-07-09,15,Samsung SM-A320FL,6,Samsung Internet,0
311,2d8948d8-6f35-4eab-8fb6-92b24fb8ebe8,control,2020-07-03,15,CLT-L09,6,Chrome Mobile,0
312,2ed3be13-ed0e-4d36-88dd-12639db2c002,control,2020-07-03,15,Samsung SM-J415FN,6,Samsung Internet,0
313,2ef0b547-cc9f-4604-b391-96529fdd653b,control,2020-07-10,9,Samsung SM-G950F,6,Chrome Mobile WebView,0
314,2f772b38-49bf-4ebf-a098-83b8b02f0f70,control,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,0
315,2fd3a02a-0d0d-46b3-8c1e-141ce9bc4c59,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0
316,3032363c-cde6-44ee-8624-47ba90e363b5,control,2020-07-03,15,Samsung SM-G970F,6,Samsung Internet,0
317,31ef29a7-c59f-4bb4-b272-749f03bd1b7b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
318,32fcfa6d-bde7-4e59-982f-c0812fb38098,control,2020-07-03,15,Samsung SM-G973F,6,Facebook,0
319,3413350e-0885-4d5f-b40e-7bc05a9c3ec1,control,2020-07-03,15,Samsung SM-A705FN,6,Facebook,0
320,35e2c4ff-fc94-45ba-992f-58fae55365fc,control,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0
321,36164db4-e025-479f-bd6b-2a0a7dd94dee,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0
322,375da574-ec2d-488b-855e-732dad294e51,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0
323,378645d2-f8cf-43c0-b1be-e699d846e596,control,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0
324,37b6efea-c69a-4fc2-9c4b-840826a6be37,control,2020-07-10,3,Generic Smartphone,6,Chrome Mobile,0
325,392c7d83-0487-4bdb-bea2-f7639ea74aa6,control,2020-07-07,6,Generic Smartphone,6,Chrome Mobile,0
326,3b6e7253-2a29-4642-b122-2e4a206140dc,control,2020-07-06,2,Generic Smartphone,6,Facebook,0
327,3ba61e8e-99e0-46a8-b168-a7de44391ecc,control,2020-07-05,8,Samsung SM-G770F,6,Samsung Internet,0
328,3c47e2ff-0188-4e56-91a0-ac70802df3a4,control,2020-07-07,3,Samsung SM-J330G,6,Facebook,0
329,3cc07b4e-a1ca-4364-8e8a-576a77e8dcc1,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0
330,3cf98a51-e3aa-4b8a-8309-45906de8b9fb,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0
331,3de1f29e-6f1a-49c7-8e41-96781b228f37,control,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,0
332,3e2a96f9-2879-4c4a-b52e-ec8e6f509e42,control,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0
333,3fd82a7c-faab-4aaa-9cf6-f04f301a2896,control,2020-07-09,10,I3312,6,Facebook,0
334,403a14c2-c143-4b9d-b891-df75ba2cb374,control,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0
335,4089f5e5-fde0-422f-b147-5fc5903cdef8,control,2020-07-10,10,G3311,6,Facebook,0
336,4163c9b9-36ac-4612-ba69-5dba3cb71513,control,2020-07-05,18,Samsung SM-J320FN,6,Chrome Mobile,0
337,42291210-287c-4c14-a848-9bfa7fe9b8e0,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,0
338,42a0fad4-056f-42d5-b99a-89c89ad6dd2f,control,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0
339,4441b628-9390-41fb-b769-359a27510fbf,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0
340,4469bf70-809a-4180-a792-d449e6fb3467,control,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,0
341,4664292e-2a9c-421f-9a21-b971b3f97d52,control,2020-07-04,8,XiaoMi Redmi 6A,6,Facebook,0
342,49699776-8eae-4045-b4d5-093c5bccf930,control,2020-07-09,19,Samsung SM-N976B,6,Facebook,0
343,4acd64d5-5071-41cd-ba66-40d0ae72d8dd,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
344,4af0156c-3371-4d6a-8e62-6ff6d1432368,control,2020-07-09,12,Samsung SM-A105FN,6,Chrome Mobile,0
345,4c47394c-fd7f-4a7e-aff9-8014893702ee,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
346,4cb6ba40-76d1-419f-9a90-b57e94365b42,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
347,4d6160f2-dfb2-4754-9caa-6ad2be66f043,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
348,4d64a3ef-9f3c-4996-947e-d60ab96131ab,control,2020-07-08,2,Generic Smartphone,6,Chrome Mobile,0
349,4ebbb5a3-5e0e-4bcf-bff0-a7700f8ad247,control,2020-07-09,4,Nokia undefined$2$3,6,Chrome Mobile,0
350,5039e9b8-cb80-4f33-80b4-3b21e9070fd3,control,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0
351,507eb164-9081-423c-8236-b2db2686ca45,control,2020-07-10,5,Samsung SM-A202F,6,Samsung Internet,0
352,50c19ba8-23a6-4def-b71e-4a8f5a0b52a6,control,2020-07-03,15,Samsung SM-A520F,6,Facebook,0
353,5221b3b1-4e20-4f9f-b41e-834a4f500e5f,control,2020-07-05,1,Samsung $2,6,Samsung Internet,0
354,527275af-810f-436e-9c1b-3cc87927c8f5,control,2020-07-10,15,Generic Smartphone,6,Chrome Mobile,0
355,52b30299-274d-4602-8e85-e1714fc6c9f6,control,2020-07-09,7,Samsung SM-J320FN,6,Facebook,0
356,53bc50db-0d99-4706-b0e6-42c5acb61487,control,2020-07-03,15,Samsung SM-G960F,6,Facebook,0
357,54a62f37-0c4d-4300-a063-1c6aa99244e5,control,2020-07-03,15,iPhone,5,Mobile Safari,0
358,54a68ad2-eed9-408e-9088-ddecfa64b0fd,control,2020-07-03,15,iPhone,5,Mobile Safari UI/WKWebView,0
359,5592797c-9373-4709-9f4e-c8b5b598d9c6,control,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,0
360,55a89f9c-71b7-4005-a429-49e2126268a3,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
361,57a98c29-7c1c-4f9a-b851-3786697a100b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
362,586008bc-cb0a-4521-84d2-034a45ca7b98,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
363,594ecca2-51fe-4e43-9bcb-38ba4790a2b1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
364,5980b553-b284-4bad-ab08-c8f9f032342c,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
365,59dbd61a-a0ac-45ee-9d7f-18ab30295485,control,2020-07-07,3,Generic Smartphone,6,Chrome Mobile,0
366,5a197fb0-14ed-47fd-8d3d-1e58b3474749,control,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0
367,5ae48482-f04a-41e5-9606-6e450cfdff13,control,2020-07-06,0,VTR-L09,6,Chrome Mobile WebView,0
368,5b2472a3-a8b2-49ce-bd22-fbd2caddb70f,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0
369,5c8a6e4d-3df4-4bb8-aff6-464f00b6ec47,control,2020-07-09,10,Samsung SM-G973F,6,Facebook,0
370,5d862301-0433-44ab-839e-40c8b3ac0eb1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
371,5e7c9d3b-1a50-48dc-9792-508acb0020bc,control,2020-07-10,14,Generic Smartphone,6,Chrome Mobile,0
372,5ec0683b-c883-4ff8-b824-dca8c0261e66,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0
373,5fd04435-d6ea-4b89-92cf-149449701675,control,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0
374,60079877-1f31-42ea-9336-ff20fdfad39c,control,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0
375,6504ac2f-4b24-48e4-9afd-0fade5317ab5,control,2020-07-04,12,Generic Smartphone,6,Chrome Mobile WebView,0
376,65bdd9fd-60f5-4240-b6b0-fe48e46831a3,control,2020-07-09,13,Samsung SM-G960F,6,Facebook,0
377,661d318d-6f8c-43ee-bf50-e0e55c7063c0,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
378,67233543-6f8c-4f7d-b38f-8de9e1bda51a,control,2020-07-08,14,Samsung SM-A520F,6,Facebook,0
379,68e32d3b-0178-4d28-99fe-410c4c132422,control,2020-07-08,14,Samsung SM-G960F,6,Samsung Internet,0
380,6961f785-7636-4ed2-b7c3-eb98e94a1c1c,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
381,6afb470b-43d6-497f-a3c3-f3399bc5d317,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
382,6b989c20-5a66-4d96-bb68-5b5d70de3749,control,2020-07-06,5,Generic Smartphone,6,Chrome Mobile,0
383,6b98e0a1-910d-4766-bc66-b28c50021fae,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
384,6ba9d796-64ab-4df8-93ec-9b0ffcb8f519,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
385,6cf6656d-f47c-4224-a33f-3e71b16ae645,control,2020-07-04,7,Samsung SM-G970F,6,Samsung Internet,0
386,6d0b7da0-7798-4b70-88c2-f94e5ab65cb6,control,2020-07-10,4,Generic Smartphone,6,Chrome Mobile,0
387,6d7bc840-4247-4d7c-b135-81a2ce9d2a27,control,2020-07-03,15,MAR-LX1A,6,Facebook,0
388,6efe4e0c-bfc8-4056-9789-9d74d7eda6ca,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
389,723f044f-676b-4e85-a644-d79fa43070b6,control,2020-07-08,18,Samsung SM-G977B,6,Facebook,0
390,73533904-e01c-4506-97f3-952c6dbdba1d,control,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0
391,7424e067-9f20-4211-a8d3-bd5665963d8b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
392,74bcc8a2-fe6e-4499-aaef-0a92040f0981,control,2020-07-04,5,Nokia$2$3,6,Chrome Mobile,0
393,750e3d37-61e7-4edf-b42c-ff45b2e1b92e,control,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0
394,75465b1d-7358-4ad3-b13b-a8eb3e28d6f9,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
395,756a5b05-eb54-4a4b-9d73-376854c452ab,control,2020-07-09,16,Samsung SM-N970F,6,Facebook,0
396,75775fce-879c-4c29-9e2f-c7ad7e65c588,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
397,760a60a7-c51e-4ed9-b04f-e1cb84a700f8,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0
398,76cf4eb9-b3bf-417f-834d-3ae605810fcb,control,2020-07-08,20,ELE-L09,6,Facebook,0
399,771f46c6-ed45-4d01-be8d-fad002d4c8ed,control,2020-07-07,5,Generic Smartphone,6,Chrome Mobile,0
400,7748f140-0944-4d10-a939-961a4fbf5692,control,2020-07-08,13,Samsung SM-G975F,6,Facebook,0
401,77a94c11-1b26-45aa-80b6-9947d4c6db20,control,2020-07-03,15,Samsung SM-G930F,6,Samsung Internet,0
402,790dd86e-9234-441b-86c9-50f738735dee,control,2020-07-03,15,Samsung SM-G950F,6,Facebook,0
403,7a7f1c2d-9fb9-49ba-bc2e-002462f7bdc8,control,2020-07-04,20,Samsung SM-J330FN,6,Samsung Internet,0
404,7ae21a53-219a-4fbc-a2d7-531dfd19ffa8,control,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,0
405,7ba079a1-cc77-424e-ab5b-617a9294dac3,control,2020-07-04,12,Nokia$2$3,6,Facebook,0
406,7c78e50d-079b-44bd-8565-5b89bf2d0418,control,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0
407,7e10fa95-9b61-43fb-9bfc-99e5b83a54e5,control,2020-07-03,15,Samsung SM-J600FN,6,Samsung Internet,0
408,7f1976d1-c6e0-47dd-88e5-9b9444371efd,control,2020-07-06,1,MAR-LX1A,6,Facebook,0
409,7febe5a7-4d5d-4e50-8a8e-1278965044ac,control,2020-07-07,13,Generic Smartphone,6,Chrome Mobile,0
410,8056b1e1-4321-45d4-a718-2fc6466072a7,control,2020-07-05,5,CLT-L09,6,Chrome Mobile WebView,0
411,80f69d29-f000-4973-99ab-277143bc90cb,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0
412,80fb2246-92be-4da8-b1b9-724b22c4e90a,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0
413,8257ea69-d84b-4740-a1dc-e3c65850c0ce,control,2020-07-05,21,Generic Smartphone,6,Chrome Mobile,0
414,82831d77-15f3-4961-a459-a3c13dfd8f82,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
415,8303f01a-9dc3-40ec-b9e4-b4822b395368,control,2020-07-07,0,Generic Smartphone,6,Chrome Mobile,0
416,841b275a-7749-4182-bf5e-ef2720adee08,control,2020-07-03,15,Samsung SM-A515F,6,Chrome Mobile WebView,0
417,84baf14e-2f9f-4d96-bcb5-ea23f4a37325,control,2020-07-10,7,Generic Smartphone,6,Chrome Mobile,0
418,85059fb4-4351-4c9b-8df1-ffd90e810055,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
419,85c4fee1-7772-44e7-acb9-81db633da502,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
420,8908cb92-95d9-4fd9-8099-dff20f3136ae,control,2020-07-06,9,Generic Smartphone,6,Chrome Mobile,0
421,895e5634-5e29-4bfb-8183-5e412877d691,control,2020-07-10,0,Samsung SM-G950F,6,Facebook,0
422,8b59d2aa-52bf-4816-b60c-a92b187a6e5b,control,2020-07-03,15,Samsung SM-A320FL,6,Samsung Internet,0
423,8ba774fc-5119-4520-89d5-1a50b4414b2d,control,2020-07-03,15,Samsung SM-N950F,6,Chrome Mobile WebView,0
424,8c731921-5cbe-48d7-9055-8ea751c15391,control,2020-07-08,15,Samsung SM-A405FN,6,Samsung Internet,0
425,8f20687c-c07f-4053-bd1e-835b8757d512,control,2020-07-09,13,Samsung SM-G986B,6,Chrome Mobile WebView,0
426,8f59dbfa-b5fd-4459-a019-d04a8001b350,control,2020-07-03,15,Samsung SM-G973F,6,Samsung Internet,0
427,9047289e-68b3-4438-807b-e23b0deb44f6,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0
428,910fad97-21a5-4ba4-bad3-b654dd838a0e,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
429,9143f246-84eb-4c00-a829-e4f26cd40187,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
430,91d5ddab-b08e-49a1-88ad-c3904f07eeee,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
431,921f95bb-5fe9-432a-9c84-b022b52580e0,control,2020-07-03,15,Samsung SM-G960F,6,Chrome Mobile WebView,0
432,92a0b11d-f091-49f7-9e57-e8a7b8341aef,control,2020-07-07,10,LYA-L09,6,Chrome Mobile WebView,0
433,947c68a3-206b-4821-8492-b591eafa6256,control,2020-07-07,4,Generic Smartphone,6,Chrome Mobile,0
434,949484df-85bd-4f50-8eba-fdcd05a8ca50,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0
435,955f1eb7-9e62-46f3-bbb1-ca547332c925,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0
436,95ecf46d-b3d2-46c3-b3ad-14ce40a9ebc4,control,2020-07-10,14,iPhone,5,Mobile Safari UI/WKWebView,0
437,96ee2c29-9680-4621-b14c-0c66ec0988e2,control,2020-07-10,7,Generic Smartphone,6,Chrome Mobile WebView,0
438,97551eb7-3e6e-42ba-b6b4-c57e779c3078,control,2020-07-04,12,iPhone,5,Mobile Safari,0
439,9839dfb9-13ee-4361-85f6-7e132ce30396,control,2020-07-03,15,Samsung SM-G980F,6,Facebook,0
440,98e3f4e2-0e57-435d-8868-a6a562d839b3,control,2020-07-03,15,MAR-LX1A,6,Facebook,0
441,9a861b80-0703-47a5-8b65-f4d34c63ae48,control,2020-07-05,2,Generic Smartphone,6,Chrome Mobile,0
442,9a97b477-c294-4234-8449-a92da02b60bd,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0
443,9b30f3e8-68f5-4f7a-96c8-fcfe10ffb271,control,2020-07-03,15,Samsung SM-G960F,6,Facebook,0
444,9b3af700-b1f9-47a3-a510-a939e06af5ae,control,2020-07-06,1,iPhone,5,Mobile Safari,0
445,9bec4938-9792-4346-afe2-a35e06c814b4,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0
446,9d848957-4df1-4aca-9b4d-9a450f4280b8,control,2020-07-03,15,Samsung SM-G960F,6,Facebook,0
447,9ea96c35-6b58-477a-bcca-392be377e13b,control,2020-07-10,3,VFD 820,6,Chrome Mobile WebView,0
448,9f425bcf-ebda-4879-80a3-440a73cee326,control,2020-07-06,10,Generic Smartphone,6,Chrome Mobile,0
449,a165538f-4c78-42ff-8a17-b8f3027ddf89,control,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0
